text,true_label,pred_label
c'est un assureur automobile réactif très arrangeant et dont les tarifs sont corrects et compétitifs je le recommande après la destruction de mon véhicule lors d'un accident il y a quelques années alors que ma responsabilité n'était pas engagée l'indemnisation dont j'ai été dotée a été très très satisfaisante reste à connaitre les conséquences en cas de sinistres particuliers sans preuve de responsabilité comme l'endommagement du véhicule sur un parking sans que l'auteur laisse des coordonnées ce domaine est aujourd'hui la source de bien des tracas pour des assurés qui uniquement par malchance ont à changer d'assureur et doivent alors payer un prix très fort pour continuer d'être couverts par une société d'assurance si les garanties classiques sont connues les modalités relatives à la problématique de la survenue de plus d'un évènement pour lequel la responsabilité de l'assuré n'est pas engagée est une nébuleuse,positive,negative
quand on va chez direct assurance c'est impeccable mais ensuite les prix des cotisations flambent au fils des années des augmentations de 7 à 10 or l'inflation n'est que de 2 à 3 an en fait au bout de 3 à 4 ans il faut changer avec un nouvel assureur et c'est la même chose chez le nouveau au bout de 3 à 4 an on peut revenir chez direct assurance avec prix compétitif et ça recommence etc plein le dos de ces marchants de tapis,neutral,negative
au niveau le plus haut des garanties les cotisations sont assez chères bons remboursements on peut joindre facilement les conseillers ceux-ci répondent toujours à nos attentes,neutral,positive
satisfait de la formalité de souscription en ligne totalement autonome et rapide reste à voir la prestation à suivre bonne expérience dans le passé,neutral,positive
je suis satisfait du site les prix me conviennent plus ou moins reste a voir sur la durée je recommande pour l'instant merci à benoit pour son code promo,neutral,positive
je suis satisfaite du rapport qualité prix mais après avoir fait ma demande sur internet d'un devis deux appels dans le 1 4h m'ont été transmis et avec insistance le call center a absolument voulu me donner des information inutiles car stipulées dans le devis en voulant me faire signer trop de pression,neutral,positive
n'ayant pas eu besoin de leur service a ce jour je ne peu donner d'avis,neutral,positive
satisfait du service je suis contente j ai trouvé une bonne mutuelle merci de me couvrir dans mes soins quotidiens binn journée à vous à bientôt dans mes besoin,neutral,positive
je suis satisfait du service et le prix me convient et concernant l'assurance pour pouvoir commencer l'assurance et être assuré et le service me convient convenablement,negative,positive
simple et rapide au niveau tarif les concurents commencent a s aligner malheureusement sinon souscription simple et rapide a voir avec le temps et l usage,negative,positive
je suis satisfait du service cependant le tarif d'assurance me concernant est trop élevé étant donné que je suis bon conducteur jamais d'accidents responsables en moto comme en auto depuis l'obtention de mes permis le tout en prenant compte de mon âge et de mon expérience de conduite,neutral,positive
les tarifs commencent à être pas très attractifs c'est dommage car depuis que je suis assurée chez vous pas un seul geste commercial l'année prochaine je risque de faire appel à d'autres assureurs,neutral,negative
je suis chez eux depuis 2012 et je suis satisfait de leur service,neutral,positive
suite à mon appel téléphonique ce jour concernant ma surcomplementaire santé la personne que j'ai eu au téléphone à su me rassurer sur le fait que l'on ne m'avais pas prélevé la surcomplementaire depuis novembre 2019 mais si je le souhaitais je n'étais pas dans l'obligation de régler la somme de 300euros pour l'année 2019 cependant depuis septembre 2020 j'adhère à la surcomplementaire et j'ai bien pris note que pour le mois de novembre et décembre les prélèvements seront d'environ 50 euros car pour le mois de septembre et octobre les prélèvements n'ont pas été fait,neutral,negative
je suis satisfait du service et je me suis rendu compte lors d'un problème avec mon véhicule seul bémol le prix cela reste relativement élevé malgré les différents bonus en plus pour des voitures de plus de 10 ans et la mienne de plus de 22 ans,neutral,positive
bonjour j'ai du mal à comprendre je suis assurer chez vous depuis 2019 et aujourd'hui je veux assurer un nouveau véhicule et vous me demandez de voud fournier le relevé de mon ancien assureur que vous avez déja en votre possession et en plus vous etes injoignable au 0969920697 voulez vous ou pas assuere mon véhicule sinon faites moi parvenir un relevée d'informations,neutral,negative
satisfait jusqu'à présent il me semble que le tarif a augmenté de pus de 20 euros par rapport à l'an passé mais je n'ai pas l'intention de changer pour le moment,neutral,positive
bonjour je me bat aujourd hui depuis 2 mois et demis pour recuperer mon capital de 4000 euros apres un courrier pour le rachat total je devais sois disant le toucher au bout de 3 semaines et quand j appelle tous les interlocuteurs me répondent ben on sait pas pourquoi je n ai plus aucun retour car je suis passee par le responsable etc je n ai pas pu acheter de cadeaux pour mes enfants et je dois quitter mon appartement pour non payement de mes loyer depuis 3 mois suite à la vente de mon restaurant n ayant plus aucune ressources à cause d'eux de mon argent qu on ne veut pas me rendre c est inadmissible je hais cette assurance mensongère on nous mène en bateau tout le temps et on joue avec notre argent en laissant bien les gens dans la panade j ai honte pour eux et la cerise sur le gateau je recois un texto pour une bonne année,neutral,negative
null pour les ruptures suite à sortie de logement faite dans les règles font trainer des procédures pour continuer à prélever leurs client je déconseille de travailler avec cette entreprise qui est rattaché au crédit agricole attention square habitat vous pousse à souscrire chez eux même maison mère,neutral,negative
le prix me paraît un petit peu excessif le point positif est la rapidité et l'accueil téléphonique très bon rapport client la franchise est également un peu chers,neutral,positive
a éviter absolument franchises prohibitifs même sur les bris de glace impossibilité d avoir un conseiller dans un délais correct 18 appels avec 10 mn d attente à chaque coup de fil en une journée avant de pouvoir joindre quelque un au lieu de faire des centaines de pub tv il serait bien de s occuper des clients j ai résilié pour une assurance plus proche de ses adhérents et seulement pour quelques euros de plus par an,neutral,negative
très réactif au telephone compte perso fluide et complet pour consultation et envoi de docs seule remarque augmentation chaque année ce qui fait un plus gros budget,neutral,negative
le service est bien néanmoins je ne peux pas m'assurer en tout risque pour le moment et je trouve sa pas normal quand je voit que certaines concurrence l'accepte,neutral,negative
assurance très restrictive concernant les garanties,negative,positive
j 'aimerais pouvoir etre mieux rembourser au niveau des lunettes et des dents,neutral,negative
c est de la folie et inhumain je suis en invalidite depuis plus d un an et interiale ne me paye plus depuis j ai eu expertise medicale y a 2 mois et toujours rien pas d interlocureur pro c est juste horrible a vous rendre encore plus malade,neutral,negative
exceptionnel l'agent du cabinet d'assurance lui-même me conseille de changer d'assureur alors que j'assure depuis 10 ans mon véhicule chez eux 34 euros mois il y a 10 ans - aujourd'hui 186euros mois il ne comprend pas pourquoi le logiciel a majoré autant en dédommagement rien c'est comme ça l'agent se cache derrière le siège il dit avoir honte que l'on m'aie pris pour un dès aujourd'hui je dégage,neutral,negative
je suis satisfaite du prix de la facilité d'inscription du délai et de la rapidité d'avoir un devis les mails je recommanderai facilement l'olivier,neutral,positive
bon pour le moment rien à signaler tout me parait correct la franchise reste un peu cher à mon goût mais j'ai pas tellement mieux trouver ailleurs,neutral,positive
bof pas satisfais des tarifs aux final de la procédure de contrat quitter pour cela pour une autre assurance ou le tarif de départ est le mème a l'arrivé,neutral,negative
on vous demande d avancez les 2 premiers mois a la souscription en nous assurant qu' il n y aura pas de prélèvement le 11 ème et 12 ème mois et au final je suis quand même prélever et quand on les appelle il disent maintenant c normal sans aucune explication valable,neutral,negative
je viens de souscrire 2 contrats d'assurances motos une fenêtre disait que l'on pouvait bénéficier de 10 de réduction pour la souscription d'un second contrat je n'ai pas trouvé comment bénéficier de cette remise dommage,neutral,negative
emilie m'a très bien renseignée pour créer ma nouvelle adresse mail et pour une prise en charge pour ma rééducation suite à une opération,neutral,negative
je remercie émeline de son accueil et de son efficacité concernant mon dossier et de ma demande résolu immédiatement personne très professionnelle merci,neutral,positive
donne tout les renseignements nécessaires en cas de besoin et rapidement et de très bons conseillers accueil agréable au téléphone très bonne journée,neutral,positive
satisfait par l'efficacité du site et la rapidité du devis a comparer en fonction des autres assurances et des garanties proposées par eux en vous remerciant,neutral,positive
je suis très mécontente en 2006 assurance vie bloquée 10ans et 20 ans après on me dit que c' est maintenant une assurance épargne et retraite heureusement que je suis allé le 13 avril à mon agence du plessis car ils ne retrouvaient aucune trace de ce compte pas étonnant mauvaise date de naissance donc mauvaise identité a ce jour je demande de rétablir mon dossier correctement de plus tous les ans je reçois un papier indiquant assurance vie et pas plan retraite c'est vraiment scandaleux cottet christele née le 09011970 et non 09011969 numéro de contrat 61051365534 ouvert le 30 01 2006,neutral,negative
j'ai 12 contrats chez maaf la totale j'aimerai qu'il ait un geste commercial pour fidélitée 100 de contrats chez eux,neutral,negative
globalement satisfait de direct assurance cependant déçu de l'augmentation de presque 10 totalement injustifiée apres une année ou les divers confinement auront réduits le nombre de sinistres,neutral,negative
bonjour je suis tombee en panne de voiture le samedi 6 mai a 18h a 3h et demi de mon domicile j'ai contacter assistance maaf au 0800 je suis tombee sur une interlocutrice qui n'est pas patiente du tout et qui nous prend pour des demeurer il faudrai que l'on comprenne des la premiere fois et qu'on ne la fasse surtout pas repeter je pense que dans notre situation on peut demander des details quand on nous parle de rapatriement on ne sait pas si on nous parle de voiture ou de personnes il serait bien que vous revoyer vos conseillers au bout du fil on a fini par plus rien demander et on s'est debrouiller tout seul bonjour le service assistance,neutral,negative
je suis satisfait de la rapidité des prises en charges des demandes faites tel que mon sinistre et ma demande de relevé d information ainsi que la souscription à mon véhicule peugeot expert,positive,negative
a ce jour je suis satisfaite du service en ce qui concerne la constitution de mon contrat j'attends de voir le service en cas de besoin et les possibilités de joindre facilement un conseiller,neutral,positive
je suis satisfais de vos service et de vos prix merci merci merci merci merci merci je re viendrai vers vous pour dautres vehicules familliaux je verrai pour mon logement,neutral,positive
je trouve les franchises trop importantes mais globalement le prix est convenable je ne vois rien d'autre à dire sinon le fait que la gestion sinistre est bonne,negative,positive
en cours de validation attend la 1ere année pour me prononcer les prix sont attractif voir la suite pour la rapidité et la réactivité des remboursements,neutral,positive
nul on ne peut pas mieux dire nul nul nul nul nul nul nul nul nul nul nul c'est une catastrophe n'y mettez surtout pas votre argent,neutral,negative
venant de l'etranger je suis oblige d'etre considere comme un nouveau conducteur ce qui bien sure coute plus cher le service client telephonique ce matin etait tres bien merci,neutral,negative
inscription facile le dépôt des documents est aisé j'ai reçu ma carte verte bien que je n'avais que l'attestation de dépôt du dossier de carte grise un mois d'attente pour obtenir le certificat,positive,negative
hausse tarifaire importante en deux ans la première année de souscription est toujours très attractive mais après cela grimpe très vite hausse à 2 chiffres en 2 ans,neutral,negative
je ne suis pas étonné que la gmf soit très compétitive cependant je suis très désagréablement surpris d'avoir une proposition aux environs de 90 moins chère que ma cotisation actuelle à garanties équivalentes ce sera l'occasion de tout remettre à plat le moment venu ou d'aller voir ailleurs,neutral,positive
on verra par la suite si je serais satisfaite mais pour le moment cela me convient parfaitement le prix très attractif en temps que jeune conducteur c'est chouette merci,neutral,positive
vos conseillers res sont très professionnels agréables et patients pour mon cas en tout cas biensur je suis courtois et respecte le travail d autrui cordialement,neutral,positive
pas du tout satisfait de cette mutuelle,negative,positive
pas de problemes particulier assurance assée complete bien sûre c'est pas donné si on veut une couverture correcte je suis bon conducteur avec 65 de bonus si vous faite trop d'écart attention c'est comme les autres assurances,neutral,negative
j attends de voir pour le prix du passage en tous risques ou le prix annoncé est supérieur de 260 au tarif réalisé par internet pour l instant cela ne me donne donc pas satisfaction j attends vos explications suite à ma requête,neutral,positive
j ais été en contacte avec une opératrice pour des remboursements je remercie emeline pour son professionnalisme sa réaction a me répondre je suis entièrement satisfaite de cette personne merci emeline j insiste car c est très rare,neutral,positive
matmut très bonne assurance j'ai 4 contrats et aucun problème je ne change pas je recommanderais bien sûr la matmut à toutes les personnes qui sont intéressés,positive,negative
le traitement réservé ces derniers jours suite au sinistre bris de glace n'est pas à la hauteur l'opérateur a tout fait pour nous forcer à faire les réparations chez carglass alors qu'il existait des solutions moins coûteuses et pour direct assurances et pour nous en terme de franchise,neutral,negative
prix contenus diminution de la prime au bout de 3 ans d'assurance sans accident,neutral,negative
j ai déclaré un dégât des eaux le 22 10 j ai relancé une dizaine de fois enfin j ai une prise en charge mais ils ont essayé de mettre ma parole en doute malgré des photographies et ont appelé l entrepreneur qui a fait le devis au final j en aurai quand même pour 500euro de ma poche devis trop élevé et franchise les tarifs sont avantageux mais je me rends compte qu en cas de sinistre c est la galère,neutral,negative
une augmentation du tarif annuel tres forte cette annee par rapport a 2020 je ne comprend pas vraiment cette hausse a voir lannee prochaine cordialement,neutral,negative
pour l'instant je ne peu n'être que satisfait du prix pour l'assurance je verrais à l'usage et quoiqu'il en soit après le 01 avril 2021 par contre votre demande d'avis est pour moi déplacé puisque j'en suis seulement à la souscription je peu ajouter que l'hôtesse stephanie a été agréable et sympathique,neutral,positive
les prix sont corrects de l'assurance auto pour jeune conducteur première assurance si on peut payer directement car en mensualisé le prix monte vite,neutral,positive
c'est parfait merci april car pour je ne sais quelle raison run de chez direct assurance duquel je suis client a refuser de m'assurer alors que je n'ai jamais eu le moindre sinistre de toute ma vie,positive,negative
a éviter cela va bientôt faire 2 ans que j'attends l'appel de mon chargé de sinistre pour me faire indemniser j'appelle presque chaque semaine et j'ai toujours la même chanson des conseillers le chargé de sinistre me rappelera sous 48h maximum,neutral,negative
assuré depuis plus de 20 ans la macif nous a assuré sur l'habitation la responsabilité civile ainsi que nos trois véhicules courant 2014 nous avons progressivement résilié nos contrats et avons eu confirmation car nous avons déménagé vendu nos véhicules ainsi que notre logement et nous sommes partis en mer courant 2015 nous avons été relancés pour une somme de 89 qui correspond à notre responsabilité vie privée qui a été résiliée avec notre résidence principale et accepté par courrier de la macif j'ai donc expliqué à mon interlocuteur nos différentes actions et les résiliations effectuées il a convenu que nous avions résiliés trop tôt mais qu'effectivement il n y avait pas lieu de nous relancer de ce fait les relances se sont arrêtées là de retour sur terre nous avons contacté la macif pour assurer notre futur véhicule a notre grande surprise il nous a été dit que notre compte affiche un solde débiteur de 89 et que compte tenu de cette antériorité ils ne veulent pas nous assurer et le compte a été bloqué nous avons donc demandé un recours interne à la macif pour qu'un responsable prenne en charge notre demande et rectifie cette erreur de solde impayé et accepte de nous assurer notre véhicule la réponse est encore négative suite à 3 déplacements au cabinet situation j'ai trouvé un autre assureur pour mon véhicule ma compagne qui était sur mon contrat mais quand même à son nom subit donc cette situation et est en recherche également d'un assureur pour son futur véhicule il est regrettable qu'une compagnie qui soit disant se disent les meilleurs ne prennent aucunes considération pour leurs sociétaires et bloquent un compte pour une somme si dérisoire,neutral,negative
je suis sincèrement désolée pour le désagrément occasionné par mon conte banque et eu des soucis avec les impôts part une tierce personne qui à fait mauvaise déclaration du coup me trouver dans l'impossibilité de vous payer cordialement régis munoz,positive,negative
entretien tèlèphonique de qualite avec gwendal qui j 'espère seras toujours as notre ècoute,positive,neutral
informatique avec de nombreux bug problèmes de connexion réseau souvent saturer avec consigne de réessayer plus tard mais le tarif et compétitif c'est le principal,neutral,positive
déçue par un sinistre non pris en compte franchise trop importante vu le risque cotisation bien trop élevée n'ayant pas de compte internet étant obligé de demander merci de contacter par téléphone ou courrier,neutral,negative
trop bien j'aime trop l'assurance c'est un plaisir de faire affaire avec vous je souhaite être un client fidèle de votre assurance et pouvoir assurer même mes prochains véhicules,positive,negative
